AVG: 476.0555555555555 62.111111111111114  MAX: 526.6666666666666 67.66666666666667  MIN: 416.75 59.333333333333336 
AVG: 388.47222222222223 34.333333333333336  MAX: 422.9166666666667 42.666666666666664  MIN: 360.75 26.0 
AVG: 367.9166666666667 28.777777777777782  MAX: 394.4166666666667 34.333333333333336  MIN: 344.4166666666667 17.666666666666668 
AVG: 348.38888888888886 17.666666666666668  MAX: 357.0833333333333 42.666666666666664  MIN: 332.8333333333333 1.0 
AVG: 342.3333333333333 14.888888888888891  MAX: 352.0 34.333333333333336  MIN: 331.9166666666667 1.0 
AVG: 333.6666666666667 12.111111111111112  MAX: 337.5 34.333333333333336  MIN: 329.75 1.0 
AVG: 330.3611111111111 12.111111111111112  MAX: 334.0833333333333 34.333333333333336  MIN: 326.3333333333333 1.0 
AVG: 326.25 12.111111111111112  MAX: 331.75 34.333333333333336  MIN: 321.0 1.0 
AVG: 324.6666666666667 12.111111111111112  MAX: 331.5 34.333333333333336  MIN: 320.0 1.0 
AVG: 321.27777777777777 9.333333333333334  MAX: 325.5833333333333 26.0  MIN: 318.3333333333333 1.0 
AVG: 318.77777777777777 6.555555555555556  MAX: 324.9166666666667 17.666666666666668  MIN: 313.5833333333333 1.0 
AVG: 316.8333333333333 6.555555555555556  MAX: 324.0 17.666666666666668  MIN: 311.5833333333333 1.0 
AVG: 315.0 6.555555555555556  MAX: 324.0 17.666666666666668  MIN: 309.9166666666667 1.0 
AVG: 313.27777777777777 6.555555555555556  MAX: 321.0833333333333 17.666666666666668  MIN: 309.0 1.0 
AVG: 312.47222222222223 6.555555555555556  MAX: 320.9166666666667 17.666666666666668  MIN: 307.5 1.0 
AVG: 311.8888888888889 6.555555555555556  MAX: 319.1666666666667 17.666666666666668  MIN: 307.5 1.0 
AVG: 310.77777777777777 9.333333333333334  MAX: 318.4166666666667 26.0  MIN: 306.9166666666667 1.0 
AVG: 310.5 9.333333333333334  MAX: 318.4166666666667 26.0  MIN: 306.1666666666667 1.0 
AVG: 307.47222222222223 9.333333333333334  MAX: 310.6666666666667 26.0  MIN: 304.8333333333333 1.0 
AVG: 306.52777777777777 9.333333333333334  MAX: 310.6666666666667 26.0  MIN: 302.0 1.0 
AVG: 304.27777777777777 6.555555555555556  MAX: 306.25 17.666666666666668  MIN: 300.5 1.0 
AVG: 303.5 6.555555555555556  MAX: 305.6666666666667 17.666666666666668  MIN: 299.3333333333333 1.0 
AVG: 301.9722222222222 6.555555555555556  MAX: 304.25 17.666666666666668  MIN: 299.3333333333333 1.0 
AVG: 301.5 6.555555555555556  MAX: 303.0833333333333 17.666666666666668  MIN: 299.0833333333333 1.0 
AVG: 300.4166666666667 6.555555555555556  MAX: 301.1666666666667 17.666666666666668  MIN: 299.0833333333333 1.0 
AVG: 300.4166666666667 6.555555555555556  MAX: 301.1666666666667 17.666666666666668  MIN: 299.0833333333333 1.0 
AVG: 300.22222222222223 3.777777777777778  MAX: 301.1666666666667 9.333333333333334  MIN: 299.0833333333333 1.0 
AVG: 300.1388888888889 3.777777777777778  MAX: 301.1666666666667 9.333333333333334  MIN: 299.0833333333333 1.0 
AVG: 300.1388888888889 3.777777777777778  MAX: 301.1666666666667 9.333333333333334  MIN: 299.0833333333333 1.0 
AVG: 300.0555555555556 3.777777777777778  MAX: 300.9166666666667 9.333333333333334  MIN: 299.0833333333333 1.0 
AVG: 298.6388888888889 3.777777777777778  MAX: 300.1666666666667 9.333333333333334  MIN: 297.3333333333333 1.0 
AVG: 298.3333333333333 3.777777777777778  MAX: 300.1666666666667 9.333333333333334  MIN: 297.3333333333333 1.0 
AVG: 298.3333333333333 3.777777777777778  MAX: 300.1666666666667 9.333333333333334  MIN: 297.3333333333333 1.0 
AVG: 298.0 3.777777777777778  MAX: 300.1666666666667 9.333333333333334  MIN: 296.3333333333333 1.0 
AVG: 297.1666666666667 3.777777777777778  MAX: 300.1666666666667 9.333333333333334  MIN: 295.5 1.0 
AVG: 296.3611111111111 3.777777777777778  MAX: 300.1666666666667 9.333333333333334  MIN: 293.5833333333333 1.0 
AVG: 296.1666666666667 3.777777777777778  MAX: 300.1666666666667 9.333333333333334  MIN: 293.0 1.0 
AVG: 296.1666666666667 3.777777777777778  MAX: 300.1666666666667 9.333333333333334  MIN: 293.0 1.0 
AVG: 295.1666666666667 3.777777777777778  MAX: 299.3333333333333 9.333333333333334  MIN: 293.0 1.0 
AVG: 295.1666666666667 3.777777777777778  MAX: 299.3333333333333 9.333333333333334  MIN: 293.0 1.0 
